ensure;V;Inf	ensure	no
impose;V;Ger	imposing	no
penalize;V;Ger	penalizing	no
establish;V;Fin;3	establishes	no
adopt;V;Past;Part	adopted	no
implement;V;Past;Part	implemented	no
win;V;Fin;3	wins	no
adopt;V;Fin;3	adopts	no
develop;V;Inf	develop	no
implement;V;Ger	implementing	no
reflect;V;Past;Part	reflected	no
increase;V;Past;Part	increased	no
consolidate;V;Past;Part	consolidated	no
extract;V;Fin;3	extracts	no
oppose;V;Inf	oppose	no
result;V;Fin;3	results	no
devolve;V;Ger	devolving	no
occur;V;Inf	occur	no
restrict;V;Ger	restricting	no
create;V;Ger	creating	no
reflect;V;Inf	reflect	no
happen;V;Fin;3	happens	no
respect;V;Past;Part	respected	no
exhibit;V;Fin;3	exhibits	no
present;V;Fin;3	presents	no
respect;V;Inf	respect	no
reduce;V;Past;Part	reduced	no
result;V;Inf	result	no
act;V;Fin;3	acts	no
discuss;V;Past;Part	discussed	no
follow;V;Ger	following	no
attract;V;Inf	attract	no
originate;V;Ind;Past	originated	no
reflect;V;Fin;3	reflects	no
require;V;Inf	require	no
limit;V;Inf	limit	no
occur;V;Past;Part	occurred	no
break;V;Past;Part	broken	no
give;V;Ger	giving	no
enjamb;V;Past;Part	enjambed	no
describe;V;Past;Part	described	no
exist;V;Inf	exist	no
identify;V;Inf	identify	no
span;V;Ger	spanning	no
enable;V;Ger	enabling	no
give;V;Past;Part	given	no
develop;V;Past;Part	developed	no
identify;V;Fin;3	identifies	no
consider;V;Past;Part	considered	no
trigger;V;Inf	trigger	no
permit;V;Fin;3	permits	no
stimulate;V;Inf	stimulate	no
complement;V;Fin;3	complements	no
cover;V;Ger	covering	no
structure;V;Past;Part	structured	no
follow;V;Past;Part	followed	no
omit;V;Past;Part	omitted	no
match;V;Inf	match	no
suggest;V;Ind;Past	suggested	no
occur;V;Fin;3	occurs	no
connect;V;Past;Part	connected	no
trigger;V;Ger	triggering	no
perform;V;Ind;Past	performed	no
propose;V;Ger	proposing	no
give;V;Inf	give	no
break;V;Inf	break	no
break;V;Ger	breaking	no
translate;V;Ind;Past	translated	no
bound;V;Past;Part	bounded	no
head;V;Ger	heading	no
include;V;Fin;3	includes	no
identify;V;Past;Part	identified	no
note;V;Ind;Past	noted	no
feel;V;Inf	feel	no
pronounce;V;Past;Part	pronounced	no
differentiate;V;Inf	differentiate	no
call;V;Fin;3	calls	no
gather;V;Inf	gather	no
propose;V;Past;Part	proposed	no
review;V;Fin;3	reviews	no
choose;V;Inf	choose	no
distinguish;V;Inf	distinguish	no
know;V;Past;Part	known	no
satisfy;V;Inf	satisfy	no
know;V;Inf	know	no
utilize;V;Inf	utilize	no
guide;V;Inf	guide	no
enjoy;V;Inf	enjoy	no
use;V;Inf	use	no
assess;V;Past;Part	assessed	no
mimic;V;Inf	mimic	no
live;V;Inf	live	no
pollute;V;Past;Part	polluted	no
inflate;V;Ger	inflating	no
diminish;V;Fin;3	diminishes	no
deceive;V;Ger	deceiving	no
set;V;Inf	set	no
take;V;Ger	taking	no
advocate;V;Inf	advocate	no
have;V;Past;Part	had	no
intend;V;Past;Part	intended	no
muddy;V;Ger	muddying	no
mislead;V;Ger	misleading	no
think;V;Ger	thinking	no
speak;V;Fin;3	speaks	no
issue;V;Ind;Past	issued	no
condemn;V;Ger	condemning	no
mistake;V;Ind;Past	mistook	no
expect;V;Past;Part	expected	no
allow;V;Fin;3	allows	no
encourage;V;Fin;3	encourages	no
introduce;V;Fin;3	introduces	no
involve;V;Past;Part	involved	no
mimick;V;Ger	mimicking	no
review;V;Past;Part	reviewed	no
hope;V;Ind;Past	hoped	no
leverage;V;Inf	leverage	no
endow;V;Inf	endow	no
uncover;V;Part;Pass	uncovered	no
publish;V;Past;Part	published	no
diminish;V;Past;Part	diminished	no
grow;V;Ger	growing	no
publish;V;Inf	publish	no
appear;V;Inf	appear	no
work;V;Inf	work	no
appear;V;Fin;3	appears	no
pay;V;Inf	pay	no
engage;V;Past;Part	engaged	no
link;V;Ger	linking	no
question;V;Ger	questioning	no
decide;V;Ind;Past	decided	no
add;V;Inf	add	no
surround;V;Ger	surrounding	no
indicate;V;Fin;3	indicates	no
assess;V;Ger	assessing	no
expect;V;Inf	expect	no
lower;V;Past;Part	lowered	no
blame;V;Inf	blame	no
discount;V;Inf	discount	no
note;V;Inf	note	no
stem;V;Inf	stem	no
game;V;Inf	game	no
put;V;Past;Part	put	no
track;V;Inf	track	no
consider;V;Inf	consider	no
credential;V;Ger	credentialing	no
credential;V;Inf	credential	no
come;V;Inf	come	no
inflate;V;Inf	inflate	no
increase;V;Ger	increasing	no
bring;V;Ger	bringing	no
attract;V;Ger	attracting	no
manipulate;V;Past;Part	manipulated	no
attempt;V;Ind;Past	attempted	no
boost;V;Inf	boost	no
urge;V;Ger	urging	no
cite;V;Inf	cite	no
try;V;Inf	try	no
keep;V;Inf	keep	no
work;V;Ger	working	no
make;V;Past;Part	made	no
recur;V;Ger	recurring	no
suggest;V;Inf	suggest	no
improve;V;Ger	improving	no
perceive;V;Inf	perceive	no
better;V;Inf	better	no
consider;V;Ger	considering	no
maintain;V;Ger	maintaining	no
acquire;V;Inf	acquire	no
focus;V;Fin;3	focuses	no
suggest;V;Fin;3	suggests	no
do;V;Past;Part	done	no
gain;V;Inf	gain	no
win;V;Inf	win	no
aim;V;Inf	aim	no
integrate;V;Fin;3	integrates	no
highlight;V;Ger	highlighting	no
solve;V;Ger	solving	no
combine;V;Fin;3	combines	no
collect;V;Fin;3	collects	no
participate;V;Ger	participating	no
measure;V;Fin;3	measures	no
consist;V;Ind;Past	consisted	no
divide;V;Past;Part	divided	no
participate;V;Ind;Past	participated	no
monitor;V;Ger	monitoring	no
measure;V;Past;Part	measured	no
pair;V;Past;Part	paired	no
obtain;V;Past;Part	obtained	no
reveal;V;Fin;3	reveals	no
report;V;Ind;Past	reported	no
recognize;V;Inf	recognize	no
plan;V;Inf	plan	no
realize;V;Inf	realize	no
sustain;V;Inf	sustain	no
observe;V;Ind;Past	observed	no
emphasize;V;Ger	emphasizing	no
conclude;V;Inf	conclude	no
denote;V;Past;Part	denoted	no
make;V;Fin;3	makes	no
sound;V;Inf	sound	no
speak;V;Past;Part	spoken	no
find;V;Inf	find	no
suggest;V;Ger	suggesting	no
hear;V;Past;Part	heard	no
say;V;Ind;Past	said	no
show;V;Inf	show	no
admit;V;Inf	admit	no
meet;V;Fin;3	meets	no
learn;V;Past;Part	learnt	no
presume;V;Past;Part	presumed	no
calibrate;V;Past;Part	calibrated	no
address;V;Inf	address	no
observe;V;Inf	observe	no
fulfil;V;Fin;3	fulfils	no
share;V;Past;Part	shared	no
propose;V;Inf	propose	no
constrain;V;Past;Part	constrained	no
utter;V;Fin;3	utters	no
initiate;V;Past;Part	initiated	no
signal;V;Fin;3	signals	no
leave;V;Fin;3	leaves	no
give;V;Fin;3	gives	no
lead;V;Fin;3	leads	no
drive;V;Ger	driving	no
compile;V;Ger	compiling	no
find;V;Ind;Past	found	no
examine;V;Ger	examining	no
occur;V;Ger	occurring	no
vary;V;Ger	varying	no
study;V;Ind;Past	studied	no
produce;V;Fin;3	produces	no
aim;V;Fin;3	aims	no
solve;V;Inf	solve	no
mark;V;Inf	mark	no
pursue;V;Inf	pursue	no
derive;V;Past;Part	derived	no
exclude;V;Inf	exclude	no
hypothesize;V;Ind;Past	hypothesized	no
posit;V;Ind;Past	posited	no
support;V;Past;Part	supported	no
be;V;Ind;Past	was	no
be;V;Inf	be	no
seem;V;Inf	seem	no
limit;V;Past;Part	limited	no
serve;V;Fin;3	serves	no
need;V;Fin;3	needs	no
include;V;Past;Part	included	no
need;V;Inf	need	no
include;V;Inf	include	no
increase;V;Inf	increase	no
document;V;Inf	document	no
emerge;V;Fin;3	emerges	no
result;V;Past;Part	resulted	no
need;V;Past;Part	needed	no
report;V;Ger	reporting	no
impact;V;Inf	impact	no
demonstrate;V;Ger	demonstrating	no
respond;V;Ind;Past	responded	no
answer;V;Ind;Past	answered	no
attempt;V;Ger	attempting	no
please;V;Inf	please	no
respond;V;Inf	respond	no
pick;V;Past;Part	picked	no
become;V;Ind;Past	became	no
accustom;V;Past;Part	accustomed	no
play;V;Ger	playing	no
prove;V;Inf	prove	no
express;V;Past;Part	expressed	no
indicate;V;Past;Part	indicated	no
speak;V;Ger	speaking	no
demonstrate;V;Inf	demonstrate	no
differ;V;Ger	differing	no
bust;V;Past;Part	busted	no
develop;V;Ger	developing	no
segment;V;Past;Part	segmented	no
survive;V;Inf	survive	no
depend;V;Fin;3	depends	no
seem;V;Fin;3	seems	no
contain;V;Inf	contain	no
concern;V;Ger	concerning	no
emit;V;Ger	emitting	no
lead;V;Ger	leading	no
group;V;Past;Part	grouped	no
depend;V;Ger	depending	no
heat;V;Ger	heating	no
cool;V;Ger	cooling	no
light;V;Ger	lighting	no
operate;V;Ger	operating	no
consume;V;Inf	consume	no
play;V;Fin;3	plays	no
consume;V;Fin;3	consumes	no
generate;V;Past;Part	generated	no
estimate;V;Past;Part	estimated	no
improve;V;Fin;3	improves	no
end;V;Inf	end	no
choose;V;Ger	choosing	no
cause;V;Inf	cause	no
allow;V;Inf	allow	no
decrease;V;Inf	decrease	no
contain;V;Ger	containing	no
dispose;V;Past;Part	disposed	no
release;V;Past;Part	released	no
break;V;Fin;3	breaks	no
go;V;Fin;3	goes	no
emit;V;Fin;3	emits	no
interact;V;Fin;3	interacts	no
generate;V;Inf	generate	no
produce;V;Past;Part	produced	no
prolong;V;Past;Part	prolonged	no
repeat;V;Past;Part	repeated	no
compare;V;Past;Part	compared	no
innovate;V;Ger	innovating	no
recycle;V;Ger	recycling	no
test;V;Ger	testing	no
present;V;Past;Part	presented	no
describe;V;Inf	describe	no
apply;V;Ger	applying	no
generate;V;Ger	generating	no
involve;V;Fin;3	involves	no
introduce;V;Ger	introducing	no
try;V;Ger	trying	no
test;V;Inf	test	no
associate;V;Past;Part	associated	no
reproduce;V;Inf	reproduce	no
apply;V;Inf	apply	no
design;V;Ger	designing	no
introduce;V;Inf	introduce	no
formalize;V;Past;Part	formalized	no
orient;V;Past;Part	oriented	no
obtain;V;Inf	obtain	no
decide;V;Inf	decide	no
capture;V;Inf	capture	no
mutate;V;Past;Part	mutated	no
interweave;V;Inf	interweave	no
generate;V;Fin;3	generates	no
exchange;V;Fin;3	exchanges	no
simulate;V;Fin;3	simulates	no
check;V;Ger	checking	no
introduce;V;Past;Part	introduced	no
modify;V;Ger	modifying	no
recover;V;Ger	recovering	no
simplify;V;Past;Part	simplified	no
register;V;Ger	registering	no
receive;V;Inf	receive	no
draw;V;Past;Part	drawn	no
manipulate;V;Ger	manipulating	no
carry;V;Inf	carry	no
reparcel;V;Ger	reparcelling	no
reunify;V;Inf	reunify	no
affect;V;Past;Part	affected	no
cause;V;Fin;3	causes	no
result;V;Ger	resulting	no
cover;V;Inf	cover	no
test;V;Past;Part	tested	no
intend;V;Inf	intend	no
extend;V;Inf	extend	no
serve;V;Inf	serve	no
alter;V;Ger	altering	no
support;V;Ger	supporting	no
emerge;V;Past;Part	emerged	no
hold;V;Fin;3	holds	no
write;V;Ger	writing	no
continue;V;Inf	continue	no
perceive;V;Past;Part	perceived	no
underpin;V;Ger	underpinning	no
allege;V;Past;Part	alleged	no
relate;V;Ger	relating	no
refer;V;Fin;3	refers	no
reproduce;V;Past;Part	reproduced	no
undertake;V;Past;Part	undertaken	no
speak;V;Inf	speak	no
raise;V;Ger	raising	no
let;V;Inf	let	no
replicate;V;Inf	replicate	no
plague;V;Fin;3	plagues	no
do;V;Fin;3	does	no
think;V;Past;Part	thought	no
cause;V;Past;Part	caused	no
leave;V;Ger	leaving	no
begin;V;Fin;3	begins	no
consider;V;Fin;3	considers	no
inform;V;Past;Part	informed	no
label;V;Ind;Past	labeled	no
code;V;Ger	coding	no
draw;V;Inf	draw	no
carry;V;Ger	carrying	no
start;V;Inf	start	no
agree;V;Past;Part	agreed	no
seek;V;Inf	seek	no
ascertain;V;Inf	ascertain	no
deem;V;Past;Part	deemed	no
control;V;Fin;3	controls	no
accumulate;V;Past;Part	accumulated	no
monitor;V;Inf	monitor	no
become;V;Past;Part	become	no
demonstrate;V;Past;Part	demonstrated	no
scan;V;Past;Part	scanned	no
thin;V;Past;Part	thinned	no
scan;V;Ger	scanning	no
evidence;V;Past;Part	evidenced	no
polarize;V;Past;Part	polarized	no
accept;V;Past;Part	accepted	no
alter;V;Inf	alter	no
hamper;V;Inf	hamper	no
combine;V;Past;Part	combined	no
correct;V;Past;Part	corrected	no
estimate;V;Inf	estimate	no
cover;V;Past;Part	covered	no
multiply;V;Ger	multiplying	no
clarify;V;Past;Part	clarified	no
downwell;V;Ger	downwelling	no
decouple;V;Inf	decouple	no
mean;V;Fin;3	means	no
roughen;V;Past;Part	roughened	no
induce;V;Fin;3	induces	no
hamper;V;Past;Part	hampered	no
discard;V;Past;Part	discarded	no
achieve;V;Inf	achieve	no
infer;V;Past;Part	inferred	no
decrease;V;Ind;Past	decreased	no
indicate;V;Inf	indicate	no
drive;V;Past;Part	driven	no
attribute;V;Past;Part	attributed	no
show;V;Ind;Past	showed	no
define;V;Ger	defining	no
modulate;V;Past;Part	modulated	no
adapt;V;Fin;3	adapts	no
become;V;Fin;3	becomes	no
analyze;V;Ger	analyzing	no
fail;V;Ind;Past	failed	no
orient;V;Ger	orienting	no
support;V;Inf	support	no
inspire;V;Past;Part	inspired	no
differ;V;Ind;Past	differed	no
live;V;Past;Part	lived	no
allow;V;Ind;Past	allowed	no
exercise;V;Inf	exercise	no
house;V;Past;Part	housed	no
attach;V;Past;Part	attached	no
carry;V;Past;Part	carried	no
taper;V;Ger	tapering	no
allow;V;Ger	allowing	no
adjust;V;Inf	adjust	no
adopt;V;Ger	adopting	no
resemble;V;Fin;3	resembles	no
explain;V;Past;Part	explained	no
recreate;V;Past;Part	recreated	no
mean;V;Inf	mean	no
argue;V;Inf	argue	no
displace;V;Ger	displacing	no
recreate;V;Ger	recreating	no
open;V;Inf	open	no
say;V;Inf	say	no
popularize;V;Past;Part	popularized	no
spawn;V;Past;Part	spawned	no
represent;V;Fin;3	represents	no
forget;V;Inf	forget	no
pre-exist;V;Ger	pre-existing	no
negotiate;V;Inf	negotiate	no
engage;V;Inf	engage	no
represent;V;Inf	represent	no
emerge;V;Ger	emerging	no
explore;V;Past;Part	explored	no
exemplify;V;Past;Part	exemplified	no
become;V;Ger	becoming	no
walk;V;Ger	walking	no
manage;V;Ger	managing	no
access;V;Inf	access	no
manage;V;Inf	manage	no
contribute;V;Fin;3	contributes	no
offer;V;Ger	offering	no
engender;V;Past;Part	engendered	no
undertake;V;Fin;3	undertakes	no
anticipate;V;Past;Part	anticipated	no
dread;V;Past;Part	dreaded	no
shock;V;Past;Part	shocked	no
analyze;V;Fin;3	analyzes	no
align;V;Past;Part	aligned	no
ground;V;Past;Part	grounded	no
illustrate;V;Ger	illustrating	no
negotiate;V;Ger	negotiating	no
fall;V;Inf	fall	no
reason;V;Ind;Past	reasoned	no
pose;V;Past;Part	posed	no
frame;V;Past;Part	framed	no
contribute;V;Inf	contribute	no
remember;V;Past;Part	remembered	no
pioneer;V;Ger	pioneering	no
commemorate;V;Past;Part	commemorated	no
underlie;V;Ger	underlying	no
bear;V;Past;Part	born	no
come;V;Ind;Past	came	no
emigrate;V;Ind;Past	emigrated	no
escape;V;Inf	escape	no
move;V;Ind;Past	moved	no
discover;V;Inf	discover	no
enter;V;Ger	entering	no
tie;V;Ger	tying	no
bear;V;Inf	bear	no
ban;V;Ind;Past	banned	no
plagiarize;V;Ind;Past	plagiarized	no
backdate;V;Ind;Past	backdated	no
hydrodynamica;V;Inf	hydrodynamica	no
school;V;Ger	schooling	no
be;V;Ger	being	no
await;V;Ger	awaiting	no
refuse;V;Ind;Past	refused	no
want;V;Ind;Past	wanted	no
give;V;Ind;Past	gave	no
ask;V;Ind;Past	asked	no
teach;V;Inf	teach	no
continue;V;Ind;Past	continued	no
earn;V;Ind;Past	earned	no
go;V;Ind;Past	went	no
return;V;Ind;Past	returned	no
hold;V;Ind;Past	held	no
elect;V;Past;Part	elected	no
point;V;Ind;Past	pointed	no
resolve;V;Ger	resolving	no
arrange;V;Past;Part	arranged	no
award;V;Past;Part	awarded	no
write;V;Ind;Past	wrote	no
vibrate;V;Ger	vibrating	no
try;V;Ind;Past	tried	no
flow;V;Fin;3	flows	no
experiment;V;Ind;Past	experimented	no
puncture;V;Ger	puncturing	no
rise;V;Ind;Past	rose	no
stick;V;Ger	sticking	no
discover;V;Ind;Past	discovered	no
measure;V;Inf	measure	no
pass;V;Ger	passing	no
gain;V;Fin;3	gains	no
realise;V;Ind;Past	realised	no
increase;V;Fin;3	increases	no
fall;V;Fin;3	falls	no
exploit;V;Past;Part	exploited	no
design;V;Past;Part	designed	no
create;V;Inf	create	no
push;V;Past;Part	pushed	no
entitle;V;Past;Part	entitled	no
turn;V;Past;Part	turned	no
speak;V;Ind;Past	spoke	no
serve;V;Ind;Past	served	no
visit;V;Ind;Past	visited	no
pick;V;Inf	pick	no
possess;V;Ind;Past	possessed	no
hear;V;Ger	hearing	no
record;V;Inf	record	no
marry;V;Ger	marrying	no
attend;V;Past;Part	attended	no
teach;V;Ind;Past	taught	no
teach;V;Ger	teaching	no
begin;V;Ger	beginning	no
begin;V;Ind;Past	began	no
conduct;V;Inf	conduct	no
collaborate;V;Ind;Past	collaborated	no
edit;V;Inf	edit	no
render;V;Inf	render	no
leave;V;Ind;Past	left	no
reside;V;Ind;Past	resided	no
dedicate;V;Past;Part	dedicated	no
invite;V;Past;Part	invited	no
return;V;Inf	return	no
die;V;Ind;Past	died	no
live;V;Ger	living	no
reign;V;Ind;Past	reigned	no
enlist;V;Inf	enlist	no
rebel;V;Ger	rebelling	no
recruit;V;Past;Part	recruited	no
arrive;V;Ind;Past	arrived	no
commission;V;Past;Part	commissioned	no
rank;V;Inf	rank	no
paint;V;Inf	paint	no
wound;V;Past;Part	wounded	no
recover;V;Ind;Past	recovered	no
exchange;V;Past;Part	exchanged	no
promote;V;Past;Part	promoted	no
discharge;V;Past;Part	discharged	no
disband;V;Part;Pass	disbanded	no
shape;V;Past;Part	shaped	no
send;V;Past;Part	sent	no
achieve;V;Ind;Past	achieved	no
redesign;V;Ger	redesigning	no
reside;V;Inf	reside	no
take;V;Ind;Past	took	no
charter;V;Past;Part	chartered	no
offer;V;Past;Part	offered	no
progress;V;Inf	progress	no
receive;V;Ind;Past	received	no
spend;V;Ind;Past	spent	no
join;V;Ger	joining	no
station;V;Past;Part	stationed	no
intercept;V;Ind;Past	intercepted	no
code;V;Past;Part	coded	no
receive;V;Ger	receiving	no
embed;V;Ger	embedding	no
acknowledge;V;Inf	acknowledge	no
predict;V;Past;Part	predicted	no
evolve;V;Ind;Past	evolved	no
sell;V;Inf	sell	no
buy;V;Inf	buy	no
accord;V;Ger	according	no
deliver;V;Past;Part	delivered	no
establish;V;Ger	establishing	no
study;V;Fin;3	studies	no
illuminate;V;Ind;Past	illuminated	no
motivate;V;Ger	motivating	no
generalize;V;Past;Part	generalized	no
aim;V;Ind;Past	aimed	no
dominate;V;Inf	dominate	no
notice;V;Past;Part	noticed	no
appear;V;Ind;Past	appeared	no
recognize;V;Past;Part	recognized	no
continue;V;Fin;3	continues	no
meet;V;Ind;Past	met	no
conduct;V;Ger	conducting	no
link;V;Past;Part	linked	no
retire;V;Ind;Past	retired	no
join;V;Ind;Past	joined	no
start;V;Ind;Past	started	no
evoke;V;Inf	evoke	no
gather;V;Past;Part	gathered	no
annotate;V;Past;Part	annotated	no
store;V;Past;Part	stored	no
declare;V;Ind;Past	declared	no
spend;V;Inf	spend	no
attract;V;Ind;Past	attracted	no
wane;V;Ind;Past	waned	no
seem;V;Ind;Past	seemed	no
submit;V;Inf	submit	no
do;V;Ind;Past	did	no
declare;V;Ger	declaring	no
judge;V;Inf	judge	no
end;V;Fin;3	ends	no
form;V;Inf	form	no
reach;V;Inf	reach	no
react;V;Ind;Past	reacted	no
abandon;V;Inf	abandon	no
publish;V;Ger	publishing	no
ignore;V;Inf	ignore	no
polish;V;Ger	polishing	no
talk;V;Past;Part	talked	no
allude;V;Fin;3	alludes	no
stay;V;Ind;Past	stayed	no
copy;V;Past;Part	copied	no
obliterate;V;Past;Part	obliterated	no
hint;V;Inf	hint	no
confide;V;Past;Part	confided	no
prompt;V;Past;Part	prompted	no
provoke;V;Inf	provoke	no
know;V;Ind;Past	knew	no
mention;V;Ind;Past	mentioned	no
suppose;V;Past;Part	supposed	no
provoke;V;Ind;Past	provoked	no
exclaim;V;Ind;Past	exclaimed	no
interpolate;V;Past;Part	interpolated	no
manage;V;Past;Part	managed	no
eliminate;V;Inf	eliminate	no
name;V;Fin;3	names	no
celebrate;V;Past;Part	celebrated	no
occasion;V;Ind;Past	occasioned	no
speculate;V;Past;Part	speculated	no
marry;V;Ind;Past	married	no
imprison;V;Past;Part	imprisoned	no
lose;V;Past;Part	lost	no
convince;V;Past;Part	convinced	no
compose;V;Ger	composing	no
outline;V;Ger	outlining	no
judge;V;Past;Part	judged	no
contain;V;Fin;3	contains	no
pour;V;Ger	pouring	no
exaggerate;V;Past;Part	exaggerated	no
outline;V;Ind;Past	outlined	no
do;V;Ger	doing	no
submit;V;Past;Part	submitted	no
bury;V;Past;Part	buried	no
shoot;V;Past;Part	shot	no
abandon;V;Past;Part	abandoned	no
refuse;V;Ger	refusing	no
end;V;Ind;Past	ended	no
be;V;Ind;Past	were	no
initiate;V;Inf	initiate	no
postpone;V;Past;Part	postponed	no
notify;V;Past;Part	notified	no
cry;V;Inf	cry	no
die;V;Inf	die	no
erect;V;Past;Part	erected	no
garner;V;Past;Part	garnered	no
star;V;Ind;Past	starred	no
burn;V;Ger	burning	no
earn;V;Ger	earning	no
appear;V;Ger	appearing	no
acclaim;V;Past;Part	acclaimed	no
portray;V;Ind;Past	portrayed	no
star;V;Fin;3	stars	no
film;V;Ger	filming	no
bear;V;Past;Part	b.	no
play;V;Ind;Past	played	no
co-star;V;Ind;Past	co-starred	no
grow;V;Ind;Past	grew	no
educate;V;Past;Part	educated	no
descend;V;Past;Part	descended	no
assume;V;Ind;Past	assumed	no
confirm;V;Past;Part	confirmed	no
bring;V;Past;Part	brought	no
remain;V;Ind;Past	remained	no
persecute;V;Past;Part	persecuted	no
enter;V;Ind;Past	entered	no
tolerate;V;Inf	tolerate	no
change;V;Ind;Past	changed	no
re-embark;V;Ger	re-embarking	no
journey;V;Ger	journeying	no
enlist;V;Ind;Past	enlisted	no
distinguish;V;Ind;Past	distinguished	no
dislike;V;Ind;Past	disliked	no
complain;V;Ger	complaining	no
appoint;V;Past;Part	appointed	no
flee;V;Ger	fleeing	no
seek;V;Ger	seeking	no
break;V;Ind;Past	broke	no
help;V;Ger	helping	no
secure;V;Ger	securing	no
head;V;Ind;Past	headed	no
create;V;Past;Part	created	no
employ;V;Ind;Past	employed	no
organize;V;Ger	organizing	no
raise;V;Ind;Past	raised	no
close;V;Ind;Past	closed	no
reinter;V;Past;Part	reinterred	no
edit;V;Past;Part	edited	no
print;V;Past;Part	printed	no
liberate;V;Ind;Past	liberated	no
co-found;V;Ind;Past	co-founded	no
move;V;Ger	moving	no
explode;V;Ger	exploding	no
recall;V;Ind;Past	recalled	no
